@relation bank-weka.filters.supervised.instance.Resample-B0.0-S1-Z30.0-no-replacement-V-weka.filters.supervised.instance.SpreadSubsample-M1.0-X0.0-S1

@attribute age numeric
@attribute job {unemployed,services,management,blue-collar,self-employed,technician,entrepreneur,admin.,student,housemaid,retired,unknown}
@attribute marital {married,single,divorced}
@attribute education {primary,secondary,tertiary,unknown}
@attribute default {no,yes}
@attribute balance numeric
@attribute housing {no,yes}
@attribute loan {no,yes}
@attribute contact {cellular,unknown,telephone}
@attribute day numeric
@attribute month {oct,may,apr,jun,feb,aug,jan,jul,nov,sep,mar,dec}
@attribute duration numeric
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute y {no,yes}

@data
55,management,married,tertiary,no,-375,no,no,cellular,30,jul,814,2,-1,0,yes
32,technician,single,secondary,no,0,no,no,cellular,18,aug,594,4,-1,0,yes
74,retired,divorced,secondary,no,4079,no,no,cellular,19,oct,343,3,-1,0,yes
45,management,single,tertiary,no,2048,yes,no,cellular,18,oct,310,1,804,1,yes
61,management,married,tertiary,no,997,no,no,cellular,10,mar,106,1,-1,0,yes
46,admin.,married,secondary,no,368,no,no,cellular,20,aug,293,1,90,4,yes
27,admin.,married,secondary,no,897,no,no,cellular,5,jun,397,1,-1,0,yes
41,management,married,tertiary,no,326,yes,no,cellular,5,may,788,1,-1,0,yes
36,blue-collar,divorced,primary,no,-308,yes,no,cellular,12,may,725,1,-1,0,yes
36,technician,single,tertiary,no,197,no,no,cellular,30,apr,260,1,-1,0,yes
35,technician,single,tertiary,no,2658,yes,no,cellular,19,aug,768,2,141,3,yes
60,management,divorced,tertiary,no,366,no,no,cellular,3,jun,593,1,-1,0,yes
39,technician,divorced,tertiary,yes,3,no,no,cellular,6,may,488,1,-1,0,yes
34,management,married,tertiary,no,3301,yes,no,cellular,17,jun,485,2,227,4,yes
50,unemployed,married,secondary,no,3357,no,no,cellular,9,jun,239,4,-1,0,yes
67,retired,married,tertiary,no,701,no,no,cellular,6,aug,254,2,-1,0,yes
48,management,married,secondary,no,4415,yes,no,cellular,8,apr,1032,3,141,7,yes
54,admin.,married,secondary,no,0,no,no,cellular,28,jan,161,1,98,2,yes
66,retired,married,tertiary,no,1948,no,no,cellular,28,jan,216,1,91,4,yes
45,blue-collar,divorced,primary,no,844,no,no,unknown,5,jun,1018,3,-1,0,yes
32,services,single,secondary,no,133,no,no,cellular,15,apr,171,1,-1,0,yes
32,admin.,single,secondary,no,678,yes,no,cellular,4,feb,1579,1,246,4,yes
34,technician,single,secondary,no,16,no,no,cellular,13,aug,990,1,-1,0,yes
48,admin.,divorced,secondary,no,4099,no,no,cellular,2,apr,397,2,-1,0,yes
74,retired,married,secondary,no,921,no,no,telephone,17,apr,394,2,-1,0,yes
59,retired,divorced,secondary,no,5845,no,no,cellular,14,may,1060,2,-1,0,yes
42,blue-collar,single,secondary,no,1080,yes,yes,cellular,13,may,951,3,370,4,yes
51,self-employed,married,secondary,no,95,yes,no,cellular,23,jul,1309,4,-1,0,yes
50,management,single,tertiary,no,1200,no,no,cellular,14,aug,904,3,-1,0,yes
28,student,single,tertiary,no,0,no,no,cellular,28,sep,294,2,105,7,yes
42,unemployed,married,secondary,no,1289,no,no,cellular,15,jul,250,4,415,2,yes
40,services,married,secondary,no,1836,yes,no,cellular,12,may,750,2,-1,0,yes
27,student,single,tertiary,no,5291,no,no,cellular,12,nov,192,2,92,2,yes
36,management,single,tertiary,no,490,no,no,cellular,28,aug,207,8,98,1,yes
48,unemployed,married,secondary,no,817,no,no,cellular,14,jan,517,1,282,4,yes
34,technician,married,tertiary,no,197,no,no,cellular,20,aug,78,3,-1,0,yes
28,technician,single,secondary,no,227,no,no,cellular,30,apr,278,1,-1,0,yes
34,self-employed,single,tertiary,no,462,no,no,cellular,21,aug,1877,3,-1,0,yes
34,housemaid,married,primary,no,2929,no,no,cellular,14,aug,518,2,-1,0,yes
35,admin.,divorced,secondary,no,3636,no,yes,cellular,21,nov,808,2,-1,0,yes
50,blue-collar,married,primary,no,4108,yes,no,cellular,7,aug,526,2,-1,0,yes
22,student,single,secondary,no,2488,no,no,cellular,8,nov,449,2,38,10,yes
46,admin.,divorced,secondary,no,2232,no,no,cellular,13,feb,121,1,-1,0,yes
31,management,married,tertiary,no,2603,yes,no,cellular,11,feb,280,4,-1,0,yes
50,unknown,married,unknown,no,558,no,no,cellular,9,jul,464,1,683,6,yes
47,admin.,married,secondary,no,3676,no,no,cellular,18,oct,567,1,95,3,yes
32,management,single,tertiary,no,2,yes,no,cellular,11,sep,100,2,-1,0,yes
33,blue-collar,married,secondary,no,139,yes,yes,cellular,18,may,732,2,291,5,yes
21,student,single,secondary,no,2488,no,no,cellular,30,jun,258,6,169,3,yes
34,housemaid,married,secondary,no,0,yes,no,unknown,30,oct,154,1,-1,0,yes
37,management,married,tertiary,no,1315,no,no,cellular,30,jun,224,1,-1,0,yes
19,student,single,secondary,no,302,no,no,cellular,16,jul,205,1,-1,0,yes
25,student,single,secondary,no,331,no,no,telephone,26,aug,170,4,-1,0,yes
41,technician,single,tertiary,no,1646,yes,no,cellular,4,feb,261,1,184,6,yes
53,retired,married,secondary,no,665,yes,no,cellular,22,apr,371,2,-1,0,yes
38,technician,single,secondary,no,-242,yes,no,cellular,18,may,1173,3,278,6,yes
47,services,married,secondary,no,405,no,yes,cellular,8,aug,994,2,-1,0,yes
25,student,single,secondary,no,304,no,no,cellular,26,may,226,2,-1,0,yes
25,student,single,secondary,no,8,no,no,cellular,22,apr,107,2,-1,0,yes
34,admin.,married,secondary,no,247,no,no,cellular,8,oct,401,2,-1,0,yes
45,management,married,tertiary,no,242,no,no,cellular,30,apr,587,1,-1,0,yes
55,retired,married,primary,no,3334,no,no,cellular,14,aug,632,4,-1,0,yes
58,self-employed,married,primary,no,1013,yes,no,cellular,11,aug,206,1,461,1,yes
33,admin.,married,secondary,no,0,yes,no,telephone,17,jul,1448,7,-1,0,yes
68,retired,married,secondary,no,19317,yes,no,cellular,4,aug,249,1,-1,0,yes
47,management,married,tertiary,no,2306,no,no,telephone,6,aug,239,4,-1,0,yes
35,management,single,tertiary,no,5958,yes,no,cellular,22,mar,215,1,-1,0,yes
62,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,oct,216,1,183,4,yes
41,admin.,divorced,secondary,no,6046,yes,yes,telephone,15,mar,300,6,182,2,yes
55,management,married,primary,no,2587,no,no,cellular,4,sep,328,2,94,2,yes
37,entrepreneur,divorced,tertiary,no,66,no,no,cellular,18,nov,1164,2,-1,0,yes
35,management,married,tertiary,no,8,no,no,cellular,23,apr,93,3,-1,0,yes
27,management,married,tertiary,no,802,no,no,cellular,22,sep,569,1,-1,0,yes
31,housemaid,single,primary,no,26965,no,no,cellular,21,apr,654,2,-1,0,yes
