@relation bank-weka.filters.supervised.instance.Resample-B0.0-S1-Z30.0-no-replacement-V-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1

@attribute age numeric
@attribute job {unemployed,services,management,blue-collar,self-employed,technician,entrepreneur,admin.,student,housemaid,retired,unknown}
@attribute marital {married,single,divorced}
@attribute education {primary,secondary,tertiary,unknown}
@attribute default {no,yes}
@attribute balance numeric
@attribute housing {no,yes}
@attribute loan {no,yes}
@attribute contact {cellular,unknown,telephone}
@attribute day numeric
@attribute month {oct,may,apr,jun,feb,aug,jan,jul,nov,sep,mar,dec}
@attribute duration numeric
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute y {no,yes}

@data
36,management,married,secondary,no,483.890524,no,no,cellular,27.731883,apr,207.77402,5.049477,37.830987,0.296128,yes
39.443297,management,single,tertiary,no,5053.328899,no,no,cellular,13.694682,oct,302.101412,3.039954,-1,0,yes
36.549183,management,divorced,secondary,no,0,yes,no,cellular,27.905959,oct,158.972393,1.082733,-1,0,yes
33.421544,management,married,secondary,no,486.732478,no,no,cellular,22.313363,apr,227.97536,1,-1,0,yes
53.629502,management,married,secondary,no,-11.703192,no,no,cellular,18.203063,may,639.927696,1,191.582945,1,yes
58.000904,management,married,tertiary,no,361.585093,no,no,cellular,20.228947,may,780.643923,5.354966,-1,0,yes
39.661561,management,married,secondary,no,3745.441586,no,no,cellular,11.923202,nov,747.372571,2.407153,71.040503,1.554339,yes
38.771882,blue-collar,single,secondary,no,684.287112,yes,no,cellular,21.440642,may,1240.89406,2.926838,57.263448,1.057782,yes
36.417072,management,married,secondary,no,993.24128,yes,no,cellular,11.983756,may,926.892811,1.707207,308.675728,4.415307,yes
28,admin.,married,secondary,no,4743.100691,no,no,cellular,12,may,370.597621,1.487024,112.854991,4.543401,yes
34.159074,blue-collar,single,secondary,no,0,no,no,cellular,16.4577,aug,609.830279,2.686183,-1,0,yes
52.58093,admin.,married,secondary,no,0,no,no,cellular,20.257492,oct,241.503295,1.150698,-1,0,yes
32.760522,management,single,tertiary,no,303.911293,no,no,cellular,30,apr,641.049374,1.637144,69.532271,1.669051,yes
50.904142,admin.,married,secondary,no,744.32222,no,no,cellular,10.962743,feb,669.001741,1,277.407185,3.52351,yes
54.066491,management,married,primary,no,3454.319798,no,no,cellular,26.464748,nov,230.718935,1,-1,0,yes
36,management,married,secondary,no,482.172072,no,no,cellular,21.586279,apr,209.281403,3.320183,3.946563,0.144265,yes
35.574815,management,married,tertiary,no,1382.525278,no,no,cellular,29.106899,apr,289.065043,1,89.61152,2.748035,yes
57.071857,management,married,secondary,no,4340.75076,yes,no,cellular,11.326455,may,848.838186,2.76214,10.737584,0.051658,yes
63.998763,services,married,secondary,no,1865.112109,no,no,cellular,6.410026,oct,244.927803,2.968552,6.916698,0.090163,yes
33.863197,admin.,married,secondary,no,4706.606666,no,no,cellular,11.531727,may,386.789748,1.692268,4.299576,1.248948,yes
27.456764,management,married,secondary,no,790.33482,yes,no,cellular,17.568365,may,578.0027,1.731238,-1,0,yes
32.341977,management,married,tertiary,no,2571.586301,yes,no,cellular,25.100564,aug,809.966657,3.390285,62.653285,1.808224,yes
38.5594,management,married,secondary,no,3561.343592,no,no,cellular,20.672821,nov,664.933606,3.966515,-1,0,yes
52.095661,management,married,secondary,no,4080.535591,no,no,cellular,9.088799,oct,309.733582,2.130135,103.708037,3.160464,yes
32.870893,blue-collar,married,secondary,no,239.000026,no,no,cellular,20.998927,may,402.672376,1.852163,-1,0,yes
31.201244,retired,married,secondary,no,637.272918,yes,no,cellular,15.167293,may,359.118197,3.963113,-1,0,yes
53.020065,management,married,secondary,no,926.153528,no,no,cellular,20.044188,oct,269.233042,2.640323,433.95076,2.654754,yes
57.065953,technician,single,secondary,no,1137.409369,no,no,cellular,13.936299,may,674.501416,2.813092,-1,0,yes
82.376524,management,married,tertiary,no,1127.558761,no,no,cellular,5.191046,may,183.645681,1.40078,-1,0,yes
30.66843,unemployed,married,secondary,no,965.616486,no,no,cellular,16.850088,apr,155.068305,1.083904,410.180769,1,yes
35.480978,management,single,tertiary,no,621.928588,yes,no,cellular,14.805748,may,626.929406,2.009321,-1,0,yes
21.012939,admin.,married,secondary,no,2513.140867,no,no,cellular,25.835447,jun,258.087713,3.228326,163.013157,2.32809,yes
42.236117,technician,married,tertiary,no,2787.827915,no,no,cellular,28.153915,aug,773.632768,1,-1,0,yes
40.997109,management,married,secondary,no,17.286561,yes,no,cellular,17.792183,may,702.658529,2,291.219877,1.576476,yes
55.999998,management,married,primary,no,3369.540694,no,no,cellular,19.275358,nov,240.816598,3.873909,-1,0,yes
25,student,single,secondary,no,328.506961,no,no,cellular,26,oct,180.386046,3.409036,-1,0,yes
52.479176,services,single,secondary,no,365.640993,no,no,cellular,19.565832,may,1052.862063,2.237609,-1,0,yes
55.0147,management,married,primary,no,3365.607099,no,no,cellular,13.914021,nov,239.397049,2.415407,-1,0,yes
55.003739,management,married,secondary,no,-1045.080566,yes,no,cellular,12.77527,jul,514.855392,1.64453,-1,0,yes
51.405028,blue-collar,divorced,secondary,no,-352.710146,no,no,cellular,17.19219,jul,774.390914,1.003502,-1,0,yes
55.988307,blue-collar,single,secondary,no,521.862027,no,no,cellular,16.801892,jul,674.497469,2.28095,-1,0,yes
35.56303,blue-collar,married,secondary,no,4447.217369,no,no,cellular,19.329031,may,612.867623,1.195661,-1,0,yes
33.275656,management,married,secondary,no,-244.76328,yes,no,cellular,19.266594,may,528.865474,1.232765,214.117303,2.586112,yes
34.523383,technician,married,secondary,no,4507.691358,yes,no,cellular,17.40193,may,767.145462,1.550682,-1,0,yes
37.273497,blue-collar,married,secondary,no,2019.463648,yes,no,cellular,17.093779,may,729.889221,2,-1,0,yes
45.52807,services,married,secondary,no,459.200183,no,no,cellular,20.15723,feb,1879.812025,3.043834,-1,0,yes
55.11846,management,married,secondary,no,1630.973475,no,no,cellular,3.078418,apr,393.888943,3.635295,357.97968,2.952041,yes
28.532284,technician,married,secondary,no,181.035668,no,no,cellular,13.046644,jun,344.917535,2.421746,93.615815,1.554274,yes
61.885909,admin.,married,secondary,no,4642.595269,no,no,cellular,13.314514,mar,170.977276,1,-1,0,yes
33.526737,blue-collar,married,secondary,no,619.344079,no,no,cellular,22.479535,jul,955.667113,5.645958,-1,0,yes
59.996101,admin.,married,secondary,no,438.695207,no,no,cellular,4.047274,apr,592.952605,1,-1,0,yes
25.611456,admin.,married,secondary,no,70.539136,no,no,cellular,12.911196,may,411.32482,2.029029,-1,0,yes
28.44037,blue-collar,married,secondary,no,481.880045,no,no,cellular,16.710805,jul,661.396514,2.444484,-1,0,yes
47.917558,management,married,secondary,no,1853.161223,no,no,cellular,22.953103,may,351.608432,3.219932,524.57928,1.647361,yes
35.723429,management,married,tertiary,no,1325.056531,no,no,cellular,30,apr,275.141301,1,45.499604,0.534775,yes
53.465517,blue-collar,divorced,secondary,no,-331.058251,no,no,cellular,27.001976,jul,729.200364,1.461006,106.752127,0.452795,yes
42.303154,management,divorced,secondary,no,1208.274274,no,no,cellular,18.43802,may,720.56927,2.930458,-1,0,yes
31.074139,blue-collar,single,secondary,no,673.076775,yes,no,cellular,19.017489,may,1554.178359,1.669584,62.74988,3.659496,yes
39.524192,management,married,secondary,no,-31.084032,no,no,cellular,11.794737,may,495.286692,1,258.641054,1,yes
33.439706,services,married,secondary,no,136.07221,no,no,cellular,8.321118,may,181.376902,1,-1,0,yes
53.397858,management,married,tertiary,no,3310.940303,no,no,cellular,16.721187,jun,516.279115,3.481696,183.493216,0.969452,yes
49.149401,management,single,tertiary,no,436.518659,no,no,cellular,5.798689,jul,721.103494,3.877208,-1,0,yes
46.401145,blue-collar,married,secondary,no,27.102014,no,no,cellular,21.786008,aug,529.706592,2,-1,0,yes
56.154482,blue-collar,married,secondary,no,4185.059632,no,no,cellular,10.682543,oct,317.426119,1.740516,101.283824,8.17293,yes
47.787674,management,married,tertiary,no,1211.374718,no,no,cellular,4.701246,may,262.232741,1,-1,0,yes
30.004093,management,married,secondary,no,788.162393,yes,no,cellular,13.078967,may,586.354309,1.856493,-1,0,yes
30.718717,services,single,secondary,no,152.013959,no,no,cellular,22.060926,jun,134.881853,1.237916,-1,0,yes
51.914896,management,married,tertiary,no,1339.771339,no,no,cellular,14.950007,apr,378.372965,3.002422,5.819673,1.60595,yes
50.04721,management,married,secondary,no,2088.719102,no,no,cellular,27.147617,aug,305.040909,1,472.33469,1.974399,yes
42.470038,management,married,secondary,no,570.662252,yes,no,cellular,2.729147,may,422.125151,2,383.147819,2.360034,yes
77.507272,management,married,tertiary,no,8214.106798,no,no,cellular,15.569109,jun,138.132167,1.292382,-0.798541,0.932437,yes
50.643259,management,married,tertiary,no,1176.871985,no,no,cellular,2.60854,jun,259.220981,1.433528,-1,0,yes
36.615645,management,married,tertiary,no,2348.62602,yes,no,cellular,14.281737,may,644.514393,4.124633,-1,0,yes
26.438623,technician,married,secondary,no,4501.173165,yes,no,cellular,14.9139,may,841.928668,1.622307,-1,0,yes
26.344631,student,single,primary,no,230.077659,no,no,cellular,9.934099,oct,78.581595,1.178332,38.292691,0.884547,yes
50.475268,blue-collar,married,primary,no,1960.898867,yes,no,unknown,6.717308,jun,1256.578721,5.219226,-1,0,yes
35.08075,management,married,secondary,no,1447.467292,no,no,cellular,19.337414,apr,272.34142,1.212509,8.254517,1.001838,yes
49.016026,admin.,married,secondary,no,2233.831536,no,no,cellular,11.076457,feb,241.998132,3.336581,-1,0,yes
49.099839,technician,married,secondary,no,7153.427054,no,no,cellular,10.560804,may,684.047204,2.825975,236.696944,2.277924,yes
30.578313,management,married,tertiary,no,5337.911981,no,no,cellular,12.555885,feb,336.786486,3.757753,5.354943,0.402811,yes
48.414879,management,single,tertiary,no,1215.32387,no,no,cellular,13.903795,may,895.870324,3,-1,0,yes
44.711024,management,married,tertiary,no,205.142693,no,no,cellular,9.804652,apr,574.684147,1,18.719838,2.060184,yes
51.989296,management,married,secondary,no,1792.705287,no,no,cellular,17.868763,oct,373.897348,1.262058,44.278635,0.017939,yes
35.092655,blue-collar,single,secondary,no,0,yes,no,cellular,20.949925,may,1234.967451,1,274.492727,4,yes
35.481098,management,married,secondary,no,0.656884,yes,no,cellular,23.06328,apr,134.967034,1.606809,-1,0,yes
34.606279,management,married,tertiary,no,298.815124,no,no,cellular,30,may,711.947607,2.532268,-0.882322,1.233849,yes
58.261523,services,married,secondary,no,492.927581,no,no,cellular,14.54906,apr,481.859288,1,58.307105,1,yes
48.408935,blue-collar,married,secondary,no,2053.392134,no,no,cellular,6.131705,sep,453.393283,1.602671,160.173691,1.47256,yes
40.767104,management,married,tertiary,no,354.510724,yes,no,cellular,15.720508,may,446.490532,3.913532,326.284887,1.115891,yes
48.586878,admin.,married,secondary,no,2287.779671,no,no,cellular,11.757943,feb,240.108974,2.866453,37.753405,0.059766,yes
35.158931,management,married,tertiary,no,5433.328099,no,no,cellular,19.25203,feb,462.602906,3.927875,-1,0,yes
40.040481,management,married,secondary,no,823.923849,no,no,cellular,8.018411,apr,780.910497,2.022818,45.422491,2.58547,yes
31.257765,blue-collar,single,secondary,no,-8.990241,no,no,cellular,18.055704,aug,591.082202,1.883045,-1,0,yes
49.476361,management,married,tertiary,no,2904.301653,no,no,cellular,20.09992,aug,808.58077,6.436672,97.58073,1.883762,yes
43.35017,technician,married,secondary,no,6610.17126,no,no,cellular,24.442417,aug,470.049327,1.537826,82.931689,0.34041,yes
43.43448,technician,single,secondary,no,1693.690409,no,no,cellular,12.308198,may,745.75041,1.474962,-1,0,yes
29.890047,blue-collar,single,secondary,no,510.225215,no,no,cellular,12.448915,jul,678.739545,2.066275,-1,0,yes
32.834695,blue-collar,married,secondary,no,258.233125,no,no,cellular,19.741521,oct,413.258254,1,68.046248,0.647522,yes
29.505383,management,married,secondary,no,2873.893314,no,no,cellular,10.104315,feb,508.474293,2,-1,0,yes
51.382331,management,divorced,secondary,no,5.743814,no,no,cellular,13.173393,apr,80.182516,1.727889,-1,0,yes
35.751208,management,married,secondary,no,3593.831752,no,no,cellular,21,nov,693.137219,3.855105,-1,0,yes
44.423525,management,married,tertiary,no,1033.035106,no,no,cellular,10.979509,mar,114.063364,2.31573,6.995103,0.149646,yes
51.326927,technician,married,secondary,no,285.373807,no,no,cellular,23.19363,oct,405.737928,2.939275,173.768982,1,yes
37.286146,management,married,secondary,no,623.579983,yes,no,cellular,12.115484,sep,395.576946,2,376.783291,2.083493,yes
37.386427,blue-collar,single,secondary,no,502.13264,no,no,cellular,15.956179,jul,663.874731,3.067085,-1,0,yes
35.005392,management,single,tertiary,no,1142.76684,no,no,cellular,25.124246,may,807.725139,1.055989,-1,0,yes
43.399931,services,married,primary,no,377.912878,yes,no,cellular,19.929187,may,659.211169,3.773287,338.249064,2.511164,yes
34.713698,management,single,tertiary,no,1577.509601,no,no,cellular,21.571892,may,953.034455,1,137.552228,1.347585,yes
29.040148,admin.,married,secondary,no,7.205537,no,no,cellular,12.241147,may,390.531755,3.531464,-1,0,yes
55.877907,blue-collar,married,secondary,no,36.395284,yes,no,cellular,5.083009,jul,1465.254907,3.955146,-1,0,yes
24.313268,management,married,secondary,no,2519.776807,no,no,cellular,8.016264,nov,443.046281,2.894899,68.783638,3.906464,yes
37.6634,blue-collar,married,secondary,no,2033.774691,yes,no,cellular,11.590739,may,757.400759,2,-1,0,yes
49.811478,admin.,married,secondary,no,24.24112,yes,no,cellular,16.842827,oct,256.888035,1.276268,-1,0,yes
53.691254,management,married,secondary,no,2886.124469,no,no,cellular,6.534801,feb,309.267633,1.125434,-1,0,yes
38.209587,services,married,secondary,no,373.911131,no,no,cellular,15.120235,aug,263.118885,1,91.058252,4,yes
63.049478,retired,married,tertiary,no,9262.716596,no,no,cellular,15.904713,jun,498.833088,3.453853,-1,0,yes
43.376394,technician,single,secondary,no,225.927091,no,no,cellular,27.340567,apr,256.711171,1.258393,-1,0,yes
38.992698,management,married,secondary,no,1780.806686,no,no,cellular,10.765232,oct,269.49353,1.805213,75.369926,0.396966,yes
59.461808,management,married,tertiary,no,1.846032,no,no,cellular,7.038067,sep,242.918068,1,150.278398,2.012801,yes
75,retired,married,secondary,no,3805.530631,no,no,cellular,15.799118,apr,256.414215,1,182.678605,1.001354,yes
48.115139,housemaid,married,secondary,no,0,no,no,cellular,29.461513,oct,154.252441,1,56.533191,0.486569,yes
41.663402,management,married,tertiary,no,11198.21676,no,no,cellular,8.777224,sep,307.965906,1.045046,109.542953,0.659461,yes
59.111795,management,single,tertiary,no,10760.661252,no,no,cellular,12.175219,aug,404.550094,1.477725,59.152424,0.02329,yes
48.685099,management,married,secondary,no,567.308712,yes,no,cellular,5.240056,may,461.16398,1.720562,665.004252,3.238779,yes
40.114719,services,single,secondary,no,178.400542,no,no,cellular,15.378667,apr,185.677232,1,13.362753,0.022495,yes
55.514437,services,single,secondary,no,340.970936,no,no,cellular,26.531083,may,1046.783265,5.289197,-1,0,yes
55.187981,blue-collar,single,secondary,no,470.141807,no,no,cellular,18.154778,jul,713.999729,11.634886,-1,0,yes
33.851318,technician,single,secondary,no,2403.133058,no,no,cellular,17.862501,oct,140.055026,1,162.675115,1.221742,yes
42.741568,management,married,secondary,no,1661.87834,no,no,cellular,9.393298,apr,284.757846,1,208.538425,7.428699,yes
51.818508,management,married,secondary,no,4262.223184,yes,no,cellular,13.791089,may,939.883123,2.863528,44.342419,0.857238,yes
35.536408,management,married,secondary,no,-243.199335,yes,no,cellular,18.380981,may,578.146772,2.262529,229.736178,3.02456,yes
41.508462,management,married,secondary,no,3590.78278,no,no,cellular,22.102805,nov,409.480691,1.670313,163.770593,1.523255,yes
59.948489,retired,single,primary,no,217.00906,no,no,cellular,20.606187,oct,80.574327,1.733847,-1,0,yes
39.899557,management,single,tertiary,no,626.281263,no,no,cellular,16.801392,jun,335.785065,2,200.529068,1.831083,yes
48.969409,admin.,married,secondary,no,2397.585866,no,no,cellular,7.13822,jun,201.182954,1,182.555744,2,yes
59.186961,management,married,secondary,no,2916.876815,no,no,cellular,6,feb,319.446651,1.494074,-1,0,yes
44.895518,technician,married,secondary,no,199.065803,no,no,cellular,12.462523,apr,234.830157,1.72658,35.090125,0.641717,yes
37.228001,management,married,secondary,no,132.321597,no,no,cellular,15.321998,may,563.214259,1,21.542401,1.151415,yes
34.70691,technician,single,secondary,no,2441.342687,no,no,cellular,2.549318,feb,91.043886,1.932797,-1,0,yes
55.176562,management,married,primary,no,3371.159611,no,no,cellular,11.839094,nov,263.566195,1.907117,-1,0,yes
36.382686,management,married,secondary,no,89.938003,no,no,cellular,17.029737,jul,1270.35586,1.006159,-1,0,yes
30.507336,blue-collar,married,secondary,no,595.094597,no,no,cellular,22.030733,jul,973.942662,9.113266,-1,0,yes
20.261142,student,single,secondary,no,302.37494,no,no,cellular,23.405598,oct,222.396142,1.703093,-1,0,yes
56.121118,management,single,secondary,no,1230.020582,no,no,unknown,7.577738,jun,1467.407815,1,-1,0,yes
38.065069,blue-collar,married,secondary,no,2162.74938,no,no,cellular,17.595441,may,717.025341,2.724444,-1,0,yes
23.691466,technician,single,secondary,no,1102.024089,no,no,cellular,19.03623,may,852.531247,1,-1,0,yes
34.237486,management,married,tertiary,no,5559.661617,no,no,cellular,22.458921,feb,393.286655,1,-1,0,yes
36.891115,technician,married,secondary,no,2544.776206,no,no,cellular,23.263037,oct,164.031375,4.62714,163.80448,2.166728,yes
33.701339,management,married,primary,no,3313.119475,no,no,cellular,12.866632,nov,243.656926,1.77982,65.338672,0.742551,yes
45.72538,management,single,tertiary,no,14795.33263,no,no,cellular,12.70347,aug,566.972987,1.067399,-1,0,yes
46.088148,admin.,married,secondary,no,31.662202,no,no,cellular,21.623292,oct,233.202086,1.251572,-1,0,yes
43.130924,management,married,secondary,no,1749.041525,no,no,cellular,5.979575,apr,280.669727,1,179.38433,5.380796,yes
33.658759,management,married,primary,no,433.801085,yes,no,cellular,14.207061,may,491.405469,1.313637,283.079396,1.073331,yes
30.008115,management,single,tertiary,no,5318.192098,no,no,cellular,13.008969,oct,200.240121,1.98475,90.86558,1.902721,yes
47.359455,retired,single,tertiary,no,695.282078,no,no,cellular,13.725258,may,172.478856,1.047751,26.745743,0.231419,yes
38.457006,retired,married,secondary,no,1048.599617,no,no,cellular,11.22172,may,574.033082,1,69.245228,1.942975,yes
39.62224,management,married,secondary,no,119.060966,no,no,cellular,26.131589,aug,335.846326,3.159136,-1,0,yes
62.225124,admin.,married,secondary,no,4638.287586,no,no,cellular,13.8003,may,180.64566,1,-1,0,yes
54.290819,management,married,primary,no,933.252221,no,no,cellular,22.180775,oct,344.731796,1,92.903317,2.523538,yes
30.401309,management,married,tertiary,no,1434.348822,no,no,cellular,26.135951,apr,306.67945,1.778905,103.340155,2.231416,yes
40.330893,housemaid,married,secondary,no,4.790793,no,no,cellular,12.58352,oct,182.869853,2.387955,93.542353,1.832354,yes
71.294911,management,married,tertiary,no,7747.498113,no,no,cellular,4.65543,jun,316.32283,1.415063,54.928074,1.90706,yes
61.406224,retired,married,secondary,no,1969.732686,no,no,cellular,17.847959,feb,259.629294,1.033954,102.127405,3.436782,yes
34.160536,management,married,secondary,no,796.940908,yes,no,cellular,10.426114,feb,822.754498,1.350363,197.926235,4.787641,yes
34.242188,management,divorced,secondary,no,0,yes,no,cellular,29.815737,oct,164.196199,1,-1,0,yes
30.885451,technician,married,secondary,no,4546.563388,yes,no,cellular,18.170604,may,810.562482,2,-1,0,yes
56.62485,technician,single,secondary,no,63.611507,no,no,cellular,12.401986,may,1029.865956,2.823652,-1,0,yes
38.900682,admin.,married,secondary,no,98.178921,yes,no,cellular,20.420666,oct,222.744274,1.728921,426.59644,1.707639,yes
27.160576,services,single,secondary,no,125.327611,no,no,cellular,13.461786,jun,109.062235,1.96299,-1,0,yes
33.621725,blue-collar,married,secondary,no,255.001903,no,no,cellular,24.685054,oct,416.508883,1,83.610299,1,yes
32.274495,unemployed,married,secondary,no,1174.953585,no,no,cellular,16.095599,apr,257.027867,1,317.928898,3.927288,yes
49.258237,housemaid,married,primary,no,891.897324,no,no,cellular,8.530124,apr,380.037548,1.786691,-1,0,yes
68.279375,management,single,tertiary,no,18794.655822,no,no,cellular,6.758682,aug,252.758589,1,-1,0,yes
44.600653,services,married,secondary,no,218.16387,no,no,cellular,10.199439,may,1738.910483,3.747748,-1,0,yes
54.001057,management,married,secondary,no,1810.167011,no,no,cellular,15.067876,oct,269.126426,1.05009,57.109498,0.768945,yes
45.871406,admin.,married,secondary,no,64.248374,no,no,cellular,16.531639,may,407.582385,3.992432,-1,0,yes
61.902194,management,married,secondary,no,4094.066729,no,no,cellular,8.333199,aug,453.633103,2.13332,-1,0,yes
33.756026,blue-collar,single,secondary,no,692.354194,yes,no,cellular,21.120113,may,1258.213371,2,114.70452,1.778693,yes
35.165581,management,single,secondary,no,5.824008,no,no,cellular,20.609139,apr,121.670112,3.155992,0.263803,4.382104,yes
36.335962,blue-collar,single,secondary,no,612.102316,yes,no,cellular,23.354672,may,1509.726943,11.648607,32.921149,1.722952,yes
30.467609,management,married,secondary,no,-551.09127,yes,no,cellular,28.062316,may,791.907431,2,30.39719,3.352798,yes
40.605833,management,married,secondary,no,106.467524,yes,no,cellular,4.415765,may,574.607639,1.134991,-1,0,yes
32.008955,services,single,secondary,no,133,no,no,cellular,10.580724,may,202.5259,1,-1,0,yes
34.352082,management,single,tertiary,no,5312.675861,no,no,cellular,20.432379,oct,187.814537,1.982285,-0.773179,0.804834,yes
30.686997,blue-collar,single,secondary,no,612.944847,yes,no,cellular,25.793903,may,1363.62124,2.028985,-1,0,yes
69.875043,retired,married,primary,no,660.453567,yes,no,cellular,21.150549,may,361.311231,2.343447,-1,0,yes
42.142502,blue-collar,married,secondary,no,2303.873093,yes,no,cellular,24.895893,may,813.349644,2.06052,60.788212,0.411582,yes
41.917359,management,married,tertiary,no,1014.799887,no,no,cellular,11.319285,mar,163.41515,1,79.168339,4.989844,yes
44.572934,management,single,secondary,no,1296.534401,no,no,unknown,15.943735,jun,1445.503102,1,-1,0,yes
49.010177,technician,married,secondary,no,968.568016,no,no,cellular,11.522513,feb,653.199519,1.122904,254.294893,2.948977,yes
33.100571,management,married,tertiary,no,311.595231,no,no,cellular,12.409951,may,776.207244,2.133204,-1,0,yes
36.284733,technician,single,secondary,no,202.666905,no,no,cellular,3.004701,apr,230.018428,1.98555,-1,0,yes
37.60857,technician,married,secondary,no,7061.305906,no,no,cellular,11.269551,may,225.977618,3,248.522411,3.178212,yes
38.64117,management,married,secondary,no,488.023338,no,no,cellular,11.359463,apr,201.606309,1.419261,-1,0,yes
38.88481,admin.,married,secondary,no,51.28643,no,no,cellular,28.025018,aug,351.735768,1.259949,-1,0,yes
53.437662,retired,single,tertiary,no,759.795737,no,no,cellular,27.000979,may,167.714091,2.945038,95.784174,1.94171,yes
62.150738,management,married,secondary,no,883.704683,no,no,cellular,10.652686,feb,686.797094,1.873516,180.783278,4.079253,yes
44.111739,management,married,tertiary,no,1209.659668,no,no,cellular,11.671517,may,372.656663,2.151451,-1,0,yes
38.580796,services,married,secondary,no,620.265119,yes,no,cellular,15.989676,may,705.512097,1.11665,-1,0,yes
29.217242,management,married,tertiary,no,0,no,no,cellular,11.261207,sep,260.960908,2.942737,95.025424,6.292982,yes
28.371449,services,married,secondary,no,126.666943,no,no,cellular,1.854154,oct,332.905245,2.024796,154.808441,3.552286,yes
50.279365,services,married,secondary,no,390.262839,no,no,cellular,8.215801,may,864.230343,3.278373,-1,0,yes
31.690705,services,single,secondary,no,426.106633,no,no,cellular,10.283993,may,1046.436552,2.069165,-1,0,yes
61.375199,services,married,secondary,no,417.181653,no,no,cellular,11.3485,aug,285.000678,1.241102,86.172183,2.036725,yes
52.314308,self-employed,divorced,tertiary,no,1539.336419,no,no,cellular,16.644481,aug,698.005949,1.356261,-1,0,yes
64.116603,admin.,married,secondary,no,4709.15089,no,no,cellular,10.090574,mar,216.636055,1,-1,0,yes
35.19931,management,married,tertiary,no,1003.107926,no,no,cellular,11.177793,aug,195.671075,1,80.102888,3.998645,yes
42.854966,management,married,tertiary,no,2816.5534,no,no,cellular,29.952405,aug,823.739534,2.186526,-1,0,yes
38.190438,blue-collar,married,secondary,no,180.731213,no,no,cellular,9.3233,may,470.538976,1,-1,0,yes
56.060614,retired,married,secondary,no,8374.61353,no,no,cellular,8.72389,jun,543.936259,1.830158,39.722346,0.902605,yes
36.656475,blue-collar,single,secondary,no,-168.97587,yes,no,cellular,19.104866,may,1140.558359,4.26591,269.388159,0.646994,yes
29.031982,blue-collar,single,secondary,no,728.743168,yes,no,cellular,22.489037,jun,1587.549414,1.717914,4.314815,1.934758,yes
34.452379,admin.,married,secondary,no,2249.35149,no,no,cellular,9.018302,nov,143.922023,1,193.354766,2,yes
60.46379,admin.,married,secondary,no,0,no,no,cellular,13.877077,oct,227.396963,1.584218,-1,0,yes
61.948705,management,married,tertiary,no,4.13466,no,no,cellular,13.449918,oct,218.238416,1.000892,182.518266,3.876693,yes
37.879443,technician,single,secondary,no,2.314798,no,no,cellular,22.796605,may,998.508963,1.429143,-1,0,yes
37.119396,technician,single,secondary,no,-267.571011,yes,no,cellular,24.275004,may,1137.199534,5.431186,-1,0,yes
46.102792,management,married,secondary,no,1046.257436,no,no,cellular,3.725178,oct,432.739514,1.905961,-1,0,yes
24.23381,blue-collar,married,secondary,no,176.089061,yes,no,cellular,14.132458,may,474.894723,1.086914,-1,0,yes
27.178949,housemaid,married,primary,no,890.998617,no,no,cellular,5.286478,apr,392.359366,1,-1,0,yes
33.335652,management,married,tertiary,no,0,no,no,cellular,26.253616,sep,271.597677,2.013095,95.13248,6.754267,yes
29.845162,management,married,secondary,no,-434.194098,yes,no,cellular,9.489742,may,570.687147,1.885743,279.171378,5.550497,yes
30.001635,technician,married,secondary,no,-419.371148,yes,no,cellular,20.52012,may,1523.86051,2.757975,-1,0,yes
39.14564,blue-collar,married,secondary,no,1978.190661,no,no,cellular,12.572251,may,349.292211,1.022018,129.334049,1.384459,yes
48.507282,management,married,secondary,no,-31.251217,yes,no,cellular,14.373702,may,693.917076,1.977077,288.09717,1.079533,yes
31.856416,admin.,married,secondary,no,3871.99478,no,no,cellular,22.941274,apr,272.041244,1.797563,-1,0,yes
36.38782,management,married,secondary,no,652.528282,no,no,cellular,12.148413,sep,445.320836,2,369.292089,2.486093,yes
33.643716,blue-collar,single,secondary,no,233.534846,no,no,cellular,14.562455,mar,395.453158,2.659153,-1,0,yes
39.952287,management,married,primary,no,915.443365,no,no,cellular,15.122816,oct,321.142116,2.05812,111.956471,1.456815,yes
47.819249,management,married,tertiary,no,12534.123482,no,no,cellular,14.311024,jun,327.574016,1,124.322022,0.970327,yes
39.650915,blue-collar,married,secondary,no,6.427923,no,no,cellular,21.920206,may,520.001862,1.1965,-1,0,yes
51.474935,blue-collar,married,secondary,no,94.942155,yes,no,cellular,23.767477,jul,1307.666176,4.16793,-1,0,yes
32.999056,technician,married,secondary,no,60.990391,no,no,cellular,19.346168,may,840.971455,3.761698,-1,0,yes
42.874223,unemployed,married,primary,no,1190.272865,no,no,cellular,14.56693,apr,262.561562,1.339723,417.205795,2.278288,yes
41.808352,technician,single,tertiary,no,1675.564186,no,no,cellular,21.135672,may,784.211372,1,29.749794,0.743522,yes
53.213373,retired,married,secondary,no,8377.985048,no,no,cellular,5.438422,jun,432.127454,1.509077,-1,0,yes
48.251714,retired,married,secondary,no,637.434819,yes,no,cellular,12.108157,may,352.355862,3.469486,-1,0,yes
